GENE,COMMON,gal1RGexp,gal4RGexp,gal80Rexp,gal1RGsig,gal4RGsig,gal80Rsig
YDL046W,YDL046W,0.105,0.334,-0.041,7.64270e-03,3.15680e-07,5.13630e-01
YKL051W,YKL051W,-0.518,-0.159,-0.013,8.99870e-10,4.92350e-03,8.78590e-01
YKL124W,SSH4,0.234,0.028,0.319,1.51920e-05,6.74830e-01,3.60090e-02
YOR297C,TIM18,-0.027,-0.032,0.003,5.57150e-01,6.01550e-01,9.79400e-01
YJL145W,YJL145W,0.131,-0.251,0.174,6.23420e-03,1.97560e-02,1.39630e-01
YJL218W,YJL218W,0.034,-0.230,-0.054,7.37130e-01,2.63680e-01,8.37620e-01
YFR036W,CDC26,-0.015,-0.113,0.287,6.95370e-01,5.77330e-02,1.51520e-03
YDR434W,YDR434W,-0.085,-0.107,-0.142,3.60660e-02,2.89150e-02,2.28310e-02
YLR135W,YLR135W,0.089,-0.135,0.313,8.47170e-02,2.12550e-01,1.50610e-02
YLR208W,SEC13,-0.120,-0.043,-0.017,1.93590e-03,3.00640e-01,7.86540e-01
YLL031C,YLL031C,-0.093,0.146,-0.606,3.24480e-02,6.32250e-03,4.86340e-10
YCL068C,YCL068C,0.047,-0.255,0.110,4.89330e-01,8.85430e-02,4.07530e-01
YNL286W,CUS2,0.162,-0.194,0.301,4.22150e-03,7.75590e-02,2.97910e-02
YKL052C,YKL052C,-0.065,-0.339,0.623,2.76410e-01,9.96170e-04,1.04840e-02
YDR362C,TFC6,0.286,0.156,0.228,1.78870e-05,1.06010e-01,8.11690e-02
YFR037C,RSC8,0.297,-0.226,0.350,1.50780e-06,1.38490e-02,3.55410e-03
YIL094C,LYS12,0.185,-0.224,0.527,1.45260e-04,7.93950e-04,2.38690e-06
YDR435C,YDR435C,-0.120,0.070,-0.475,8.71980e-03,1.17230e-01,2.11940e-08
YDR508C,GNP1,0.319,-0.123,-0.164,7.22310e-07,4.53570e-02,1.78510e-02
YPL172C,COX10,-0.302,0.294,0.052,6.90030e-06,3.63060e-02,6.74830e-01
YHR039C-A,VMA10,-0.024,-0.295,0.141,6.01100e-01,3.60990e-04,2.37390e-01
YLR136C,TIS11,-0.035,-0.043,0.090,3.95930e-01,3.65960e-01,3.16990e-01
YKR084C,HBS1,0.033,-0.150,0.183,3.87750e-01,8.77860e-03,3.65200e-02
YLR209C,YLR209C,-0.187,0.151,-0.802,3.92910e-05,1.65400e-03,2.73410e-12
YFL005W,SEC4,0.068,-0.048,-0.393,1.40480e-01,3.75520e-01,1.20810e-04
YEL026W,SNU13,-0.185,-0.807,0.253,1.87140e-02,1.39630e-07,3.21340e-02
YML010W,SPT5,0.153,-0.000,-0.430,1.84670e-03,9.03610e-01,2.88200e-01
YDL047W,SIT4,0.044,0.017,0.170,2.42040e-01,7.05640e-01,1.22380e-02
YKL125W,RRN3,0.480,-0.225,0.608,3.72200e-07,3.21090e-02,5.48430e-04
YBL089W,YBL089W,-0.124,-0.123,-0.140,2.03000e-01,5.40830e-01,5.28470e-01
YJL073W,JEM1,0.020,-0.161,0.066,6.36510e-01,5.46330e-03,4.10510e-01
YGR016W,YGR016W,0.077,-0.205,-0.139,6.32510e-01,4.27110e-01,6.20860e-01
YJL146W,IDS2,0.158,0.071,0.099,7.73400e-04,1.72390e-01,3.28370e-01
YJL219W,HXT9,0.298,0.592,-0.162,5.60080e-06,1.68990e-09,9.79460e-02
YNR021W,YNR021W,-0.096,-0.069,-0.167,1.50890e-02,1.53140e-01,2.52090e-03
YER058W,PET117,-0.234,-0.111,0.104,1.85370e-02,4.12590e-01,6.26620e-01
YMR042W,ARGR1,0.130,-0.171,0.060,1.66450e-01,2.10590e-01,7.76400e-01
YMR115W,YMR115W,0.266,-0.031,0.399,4.26770e-06,6.71370e-01,2.74550e-03
YDR079W,PET100,0.025,0.090,-0.286,6.25650e-01,1.01960e-01,2.57910e-02
YLR063W,YLR063W,-0.157,-0.503,-0.086,8.68760e-02,4.92540e-02,6.84290e-01
YML011C,YML011C,-0.104,-0.238,0.150,1.30040e-01,7.39690e-02,4.03460e-01
YPL245W,YPL245W,-0.389,-0.276,-0.257,2.58760e-07,5.92830e-02,1.58200e-01
YLL032C,YLL032C,0.038,-0.068,0.106,4.97620e-01,4.80970e-01,3.76530e-01
YNL287W,SEC21,-0.113,0.036,-0.343,3.56710e-03,4.28090e-01,3.13510e-07
YJL074C,SMC3,0.299,-0.022,-0.120,1.64550e-04,8.99340e-01,8.06500e-01
YJL147C,YJL147C,0.200,-0.257,0.183,8.97400e-03,4.53030e-02,2.11760e-01
YNR022C,YNR022C,-0.039,-0.196,0.043,5.14620e-01,1.12840e-02,7.80030e-01
YMR116C,ASC1,-0.278,-0.164,-0.382,1.14860e-04,2.16830e-03,3.92210e-09
YPL246C,YPL246C,-0.093,-0.092,-0.198,1.23490e-02,1.18880e-01,2.14400e-03
YOR298W,YOR298W,-0.154,0.322,-0.558,8.93900e-02,1.39030e-03,1.17380e-02
YKR085C,MRPL20,0.010,-0.084,-0.036,8.42790e-01,1.95460e-01,8.09690e-01
YFL006W,YFL006W,-0.029,0.135,0.098,5.07120e-01,6.06350e-03,2.63810e-01
YCL069W,YCL069W,-0.093,-0.220,0.043,3.04130e-01,8.10690e-02,8.11840e-01
YKL053W,YKL053W,-0.016,-0.209,0.579,8.48150e-01,1.44940e-01,2.28830e-02
YKL126W,YPK1,-0.121,0.000,0.000,7.24030e-01,9.99999e-01,9.99999e-01
YDR290W,YDR290W,-0.048,-0.158,0.069,8.85690e-01,4.17740e-01,8.80330e-01
YGR017W,YGR017W,0.029,-0.153,0.080,4.43190e-01,7.54950e-03,3.64990e-01
YOR001W,RRP6,0.164,-0.340,-0.033,1.05030e-03,1.78750e-01,6.11500e-01
YDR363W,ESC2,0.091,0.147,0.249,9.54480e-02,2.77900e-01,5.68830e-02
YFR038W,YFR038W,0.278,-0.526,0.499,8.22290e-06,1.39830e-03,3.15890e-03
YDR436W,PPZ2,0.081,0.337,0.060,1.27560e-01,6.18090e-06,6.01100e-01
YIL095W,PRK1,0.088,-0.211,0.000,6.19910e-01,9.24800e-02,9.99999e-01
YDR509W,YDR509W,0.340,-0.218,-0.420,3.85660e-05,1.68430e-02,5.50170e-03
YIL168W,SDL1,-0.584,-0.447,-0.082,2.83720e-02,1.06460e-01,7.89410e-01
YLR420W,URA4,-0.128,-0.420,0.133,4.56550e-03,1.54910e-06,4.78670e-02
YER059W,PCL6,0.045,0.020,0.113,2.54580e-01,6.82490e-01,2.63930e-01
YMR043W,MCM1,-0.183,-0.654,0.457,3.53720e-03,4.25140e-06,2.41120e-04
YPL173W,MRPL40,0.150,-0.133,0.230,1.28640e-03,6.59660e-02,4.99040e-02
YLR064W,YLR064W,-0.126,-0.053,0.135,4.71930e-03,3.89020e-01,1.93950e-01
YDL049C,KNH1,0.327,0.134,0.327,1.36220e-06,1.86650e-02,1.21650e-02
YLR137W,YLR137W,0.157,-0.062,0.069,3.09810e-02,5.75240e-01,6.20380e-01
YKL054C,YKL054C,0.218,-0.058,0.135,3.22900e-04,1.80520e-01,4.31210e-02
YNL288W,YNL288W,-0.152,-0.025,-0.066,2.61360e-03,6.11500e-01,3.83120e-01
YGR018C,YGR018C,0.069,-0.195,-0.103,2.34280e-01,3.85480e-02,3.77550e-01
YJL075C,YJL075C,-0.156,-0.669,-0.153,3.29320e-02,6.66170e-04,6.07840e-01
YDR364C,CDC40,0.003,-0.177,0.314,9.58820e-01,3.89020e-01,3.03270e-02
YIL096C,YIL096C,0.232,-0.417,0.628,3.79610e-04,8.99840e-02,6.57260e-02
YFR039C,YFR039C,0.125,0.051,0.192,6.30380e-03,2.81880e-01,2.26390e-02
YIL169C,YIL169C,0.054,-0.117,0.079,1.99140e-01,5.46090e-02,3.93320e-01
YLR421C,YLR421C,0.014,-0.137,0.360,7.64180e-01,5.28710e-02,8.68730e-03
YPL174C,NIP100,0.190,-0.225,0.492,2.22530e-01,5.44100e-01,9.23270e-02
YMR117C,SPC24,0.093,0.371,-0.296,4.13980e-01,5.06220e-05,3.54110e-01
YOR299W,BUD7,-0.230,-0.109,-0.473,1.74200e-03,2.91500e-01,1.49190e-02
YPL247C,YPL247C,-0.337,0.330,-0.256,4.65190e-08,1.66620e-06,7.62660e-05
YLR065C,YLR065C,-0.197,-0.065,0.000,6.01100e-01,7.28310e-01,9.99999e-01
YFL007W,BLM3,-0.395,-0.331,-0.828,8.05690e-09,5.02080e-06,8.56340e-15
YEL028W,YEL028W,-0.327,0.012,-0.041,4.18690e-01,9.38260e-01,8.36350e-01
YML012W,ERV25,-0.079,-0.043,-0.072,3.38020e-02,3.31590e-01,2.95880e-01
YLL033W,YLL033W,0.000,0.000,0.000,6.82490e-01,9.99999e-01,9.99999e-01
YKL127W,PGM1,-0.266,0.246,-0.390,3.42930e-06,1.10230e-05,4.52200e-05
YDR291W,YDR291W,-0.004,-0.196,0.189,9.79400e-01,4.04360e-01,3.78370e-01
YJL148W,RPA34,0.207,-0.991,0.816,1.32870e-04,4.50930e-05,7.93090e-04
YOR002W,ALG6,-0.181,0.136,-0.433,4.20620e-05,1.99590e-03,5.33320e-10
YDR437W,YDR437W,-0.130,-0.269,-0.229,1.02510e-01,7.14240e-02,1.24270e-01
YNR023W,SNF12,0.186,0.114,-0.227,6.77740e-04,2.31570e-02,2.31750e-02
YMR044W,YMR044W,0.255,-0.093,0.357,4.45260e-05,1.50550e-01,8.82420e-04
YEL029C,YEL029C,-0.203,-0.380,-0.016,3.30110e-04,7.07260e-05,9.05810e-01
YLR138W,NHA1,-0.157,-0.130,0.092,1.10270e-03,1.48330e-01,4.40620e-01
YLL034C,YLL034C,0.599,0.047,0.278,7.79340e-09,4.40620e-01,4.63830e-03
YKR086W,PRP16,0.161,-0.170,0.067,6.52760e-02,6.00220e-01,6.82490e-01
YKL055C,OAR1,0.117,-0.364,0.707,3.00490e-01,1.96640e-03,4.64510e-03
YKL128C,PMU1,-0.274,-0.505,0.315,2.02290e-03,2.29740e-05,1.68080e-01
YDR292C,SRP101,0.159,-0.050,-0.093,4.58490e-04,2.90640e-01,2.06570e-01
YDR365C,YDR365C,0.091,-0.205,0.203,1.98010e-02,2.19610e-03,4.80340e-03
YMR118C,YMR118C,-0.199,0.415,0.023,2.47150e-01,9.09750e-05,8.93270e-01
YPL248C,GAL4,0.100,-0.758,-0.211,1.16140e-01,1.26400e-04,8.82140e-02
YLR139C,SLS1,0.048,0.061,-0.124,3.24020e-01,2.90640e-01,2.60640e-01
YKR087C,YKR087C,-0.041,0.049,-0.143,3.42600e-01,4.01220e-01,1.23160e-01
YFL008W,SMC1,-0.029,-0.013,0.175,5.48880e-01,8.23060e-01,1.97420e-01
YML013W,YML013W,0.087,0.095,0.021,3.04210e-02,4.84780e-02,8.09690e-01
YJL076W,NET1,0.096,-0.417,0.066,1.05130e-01,3.54090e-02,6.71370e-01
YGR019W,UGA1,-0.163,0.234,-0.258,8.65820e-03,1.19980e-03,6.21710e-05
YOR003W,YSP3,0.158,0.008,0.247,2.24860e-03,8.99340e-01,4.33590e-02
YJL149W,YJL149W,0.051,-0.091,0.341,2.90210e-01,1.58760e-01,1.87780e-03
YIL097W,YIL097W,0.107,0.146,0.064,1.44360e-02,9.54450e-03,5.47770e-01
YDR438W,YDR438W,-0.045,-0.054,-0.054,4.33790e-01,4.99190e-01,6.29060e-01
YNR024W,YNR024W,0.188,-0.632,0.985,2.35840e-03,2.77570e-04,1.62120e-04
YLR422W,YLR422W,0.083,-0.049,0.106,1.78350e-01,4.83040e-01,3.81040e-01
YPL175W,SPT14,-0.261,0.246,0.438,3.39530e-04,3.29210e-01,8.09350e-03
YLR066W,SPC3,-0.086,-0.157,0.080,6.59390e-02,5.06240e-02,5.71610e-01
YKL056C,YKL056C,-0.375,-0.042,-0.517,8.99370e-08,3.36250e-01,2.96140e-12
YKL129C,MYO3,-0.007,-0.124,0.262,8.50900e-01,2.23200e-02,2.24490e-02
YJL077C,YJL077C,-0.106,0.129,-0.490,1.96260e-01,2.09430e-01,8.86080e-03
YDR293C,SSD1,-0.285,0.068,0.009,2.84230e-07,1.05920e-01,9.08070e-01
YDR366C,YDR366C,-0.286,0.152,-0.271,6.11390e-07,6.62960e-03,2.76050e-05
YIL098C,FMC1,-0.005,-0.243,0.380,9.70870e-01,1.36590e-01,3.00040e-01
YNR025C,YNR025C,0.258,-0.651,0.499,4.16510e-02,1.31360e-02,4.20460e-02
YLR423C,YLR423C,0.100,0.056,0.070,2.79950e-01,6.00660e-01,6.71950e-01
YBR110W,ALG1,-0.147,0.066,-0.157,1.98210e-03,1.45010e-01,1.16240e-02
YPL176C,YPL176C,-0.188,-0.107,-0.286,1.35330e-04,1.69130e-01,9.83800e-03
YPL249C,YPL249C,0.183,-0.191,0.396,4.11880e-03,3.03820e-01,1.90450e-02
YLR067C,PET309,0.048,0.110,0.470,7.03680e-01,6.53110e-01,1.89010e-01
YKR088C,YKR088C,-0.222,0.169,-0.321,9.35570e-06,1.04280e-03,2.20830e-05
YFL009W,CDC4,-0.010,0.013,-0.013,8.27770e-01,8.27770e-01,9.10390e-01
YGR230W,BNS1,0.177,0.114,0.393,6.40030e-03,1.81090e-01,4.33150e-03
YML014W,YML014W,-0.260,-0.158,-0.084,3.60650e-05,4.73670e-03,1.66590e-01
YLL035W,YLL035W,-0.063,-0.527,-0.439,3.05050e-01,2.10530e-04,1.40810e-02
YBR111C,YSA1,-0.079,0.001,-0.076,4.34970e-02,9.79400e-01,1.78510e-01
YOR004W,YOR004W,0.057,-0.957,0.907,2.86500e-01,2.94000e-06,2.36780e-03
YLR350W,YLR350W,0.000,0.000,0.000,7.86540e-01,7.90370e-01,9.99999e-01
YDR439W,LRS4,0.099,-0.220,-0.180,1.06770e-01,2.76680e-02,1.36170e-01
YHR210C,YHR210C,-0.439,-0.587,-0.039,1.97620e-06,4.00550e-03,9.41780e-01
YJL205C-A,NCE101,-0.155,0.149,-0.165,1.78510e-02,1.66650e-02,1.67630e-01
YML015C,TAF40,0.283,-0.307,0.601,1.11260e-04,1.01670e-02,6.93970e-04
YGR231C,PHB2,0.011,0.055,0.139,7.78200e-01,2.01430e-01,5.53120e-02
YLL036C,PRP19,0.158,-0.230,0.274,7.67690e-03,3.75910e-03,3.96530e-02
YKL057C,NUP120,0.096,0.058,0.014,6.57790e-02,3.41360e-01,8.91330e-01
YDR294C,DPL1,0.073,-0.154,0.260,6.16660e-02,4.68640e-03,7.32070e-04
YJL078C,PRY3,0.008,0.149,-0.334,8.38900e-01,4.86400e-03,1.14690e-07
YOR005C,DNL4,0.022,0.094,0.371,8.58030e-01,7.27590e-01,2.51790e-01
YLR351C,NIT3,-0.151,-0.052,-0.267,7.66770e-04,2.59520e-01,1.07440e-04
YNR026C,SEC12,0.126,-0.309,0.295,7.41050e-03,5.33530e-04,1.33510e-02
YMR047C,NUP116,0.093,-0.091,-0.038,1.15940e-01,1.83300e-01,7.08280e-01
YPL177C,CUP9,-0.074,-0.225,0.130,5.74100e-02,3.11270e-04,4.86130e-02
YKR089C,YKR089C,0.035,0.096,-0.108,4.08440e-01,4.93330e-02,2.91940e-01
YGL200C,EMP24,-0.142,0.018,-0.423,7.31290e-04,6.71370e-01,1.86740e-10
YBR112C,SSN6,0.108,-0.004,0.077,9.16700e-03,9.20340e-01,1.77710e-01
YAR060C,YAR060C,-0.082,-0.354,0.287,4.82150e-01,2.01330e-01,4.20830e-01
YDL190C,UFD2,-0.061,0.128,-0.242,3.05660e-01,2.44810e-01,1.23370e-01
YIL099W,SGA1,-0.546,0.133,-0.004,1.08490e-06,1.60940e-01,9.79400e-01
YLR424W,YLR424W,0.143,-0.254,0.095,1.70030e-01,1.17820e-01,6.33510e-01
YLR068W,YLR068W,-0.148,-0.275,-0.159,5.70670e-03,7.76740e-04,2.81600e-01
YML016C,PPZ1,-0.154,-0.037,-0.083,2.74040e-04,4.34790e-01,2.30030e-01
YDR295C,YDR295C,0.182,-0.061,-0.221,3.12100e-03,6.15200e-01,2.83830e-01
YJL079C,PRY1,-0.358,0.343,-0.609,2.68980e-08,1.55290e-06,4.04750e-15
YOR006C,YOR006C,0.216,0.028,0.103,3.21060e-04,6.02440e-01,2.78170e-01
YLR069C,MEF1,0.080,0.038,-0.030,6.19150e-02,4.16560e-01,6.87930e-01
YHR211W,FLO5,0.017,0.321,-0.175,6.95370e-01,1.46450e-06,6.23910e-02
YGR232W,YGR232W,-0.118,0.097,-0.216,4.02650e-02,8.98720e-02,1.88070e-02
YGL201C,MCM6,0.013,-0.438,0.077,7.61650e-01,2.31300e-04,5.09380e-01
YLL037W,YLL037W,0.013,-0.118,0.165,9.58820e-01,5.22990e-01,1.90730e-01
YKL058W,TOA2,-0.153,0.146,-0.208,1.07100e-03,1.14330e-02,7.88390e-02
YDR368W,YPR1,-0.111,0.016,0.119,8.67760e-03,7.06960e-01,5.81980e-02
YLR352W,YLR352W,0.077,-0.042,0.519,7.91310e-02,5.40470e-01,1.46720e-03
YLR425W,TUS1,0.158,0.024,0.155,2.73380e-02,7.70200e-01,3.29210e-01
YNR027W,YNR027W,0.011,-0.527,0.429,7.84660e-01,5.00730e-05,1.88670e-03
YMR048W,YMR048W,0.318,-0.340,0.065,8.59250e-04,1.08080e-01,7.77300e-01
YHR212C,YHR212C,-0.367,-0.390,0.039,3.22320e-04,2.60640e-01,8.55130e-01
YPL178W,MUD13,0.055,-0.028,0.107,1.59320e-01,5.70410e-01,2.30790e-01
YER044C-A,MEI4,-0.393,-0.302,-0.366,3.87840e-05,2.09150e-01,3.50770e-01
YGR233C,PHO81,0.044,-0.182,-0.201,3.07980e-01,4.19640e-02,6.49340e-02
YLL038C,ENT4,-0.196,-0.387,-0.063,8.60180e-04,2.76080e-06,2.68060e-01
YKL059C,YKL059C,0.027,-0.256,0.653,6.25650e-01,9.52660e-03,6.68560e-04
YLR280C,YLR280C,-0.000,0.000,0.000,5.70810e-01,3.71490e-01,9.99999e-01
YDR369C,XRS2,0.129,-0.165,0.277,3.50770e-01,5.88520e-01,1.56540e-01
YOR007C,SGT2,0.026,-0.268,-0.072,4.94830e-01,4.03400e-05,2.47500e-01
YMR049C,YMR049C,0.200,-0.967,1.232,7.01680e-03,2.68130e-07,2.63890e-06
YBR040W,FIG1,-0.632,-0.166,0.000,3.45760e-04,3.44040e-01,9.99999e-01
YBR113W,YBR113W,0.129,0.018,0.083,1.89080e-03,6.54720e-01,2.89490e-01
YAR061W,YAR061W,-0.274,-0.361,0.239,1.47360e-01,9.72540e-02,1.15200e-01
YDL191W,RPL35A,-0.263,-0.443,0.067,1.20600e-04,5.34080e-07,2.23150e-01
YGR160W,YGR160W,0.065,-0.944,0.931,4.03680e-01,2.32980e-05,5.18290e-04
YCR020C,PET18,-0.262,-0.293,0.343,4.76700e-04,3.07420e-02,3.65060e-02
YLR353W,BUD8,-0.009,-0.105,0.013,8.25400e-01,1.09090e-01,9.10390e-01
YNR028W,CPR8,0.084,0.037,-0.178,3.74020e-02,4.13750e-01,1.90310e-02
YLR426W,YLR426W,0.037,-0.371,0.424,6.36510e-01,1.94570e-01,2.26130e-02
YPL179W,SAL6,-0.036,0.242,0.075,3.24850e-01,5.85190e-05,2.72790e-01
YGR161C,YGR161C,-0.399,0.009,0.448,5.15150e-09,8.35100e-01,1.02910e-05
YML018C,YML018C,-0.123,-0.796,0.713,1.43930e-02,4.12470e-06,4.57790e-05
YAL030W,SNC1,-0.050,0.027,0.003,1.87820e-01,5.53740e-01,9.53960e-01
YLL039C,UBI4,-0.075,0.061,0.084,5.03030e-02,1.81010e-01,2.08570e-01
YMR260C,TIF11,0.173,-0.328,0.168,1.40950e-03,2.79560e-05,2.61310e-02
YOR008C,SLG1,0.007,0.042,-0.114,8.48150e-01,2.84810e-01,5.64520e-02
YLR281C,YLR281C,0.022,0.129,0.030,9.17740e-01,6.76580e-01,9.15220e-01
YLR354C,TAL1,-0.057,-0.005,-0.545,1.33150e-01,8.99340e-01,5.27810e-13
YNR029C,YNR029C,0.142,-0.347,0.354,6.40500e-03,3.44890e-04,9.16360e-03
YGL202W,ARO8,-0.305,-0.286,-0.536,4.26770e-07,4.23730e-05,3.89380e-13
YBR041W,FAT1,-0.395,0.026,-0.523,1.09170e-08,6.92240e-01,6.38960e-10
YBR114W,RAD16,-0.120,-0.483,-0.143,7.41810e-02,7.44360e-03,5.33000e-01
YBL010C,YBL010C,0.135,-0.361,-0.078,1.15790e-01,1.61670e-02,7.45520e-01
YAR062W,YAR062W,0.056,0.162,0.034,2.99150e-01,1.82780e-02,7.70200e-01
YDL192W,ARF1,-0.098,-0.144,-0.067,3.53130e-02,1.43550e-02,3.35560e-01
YAL031C,YAL031C,-0.084,0.048,-0.040,2.34720e-01,5.67630e-01,7.01740e-01
YHR140W,YHR140W,-0.145,0.291,-0.243,7.20660e-02,4.27190e-04,1.40300e-01
YHR213W,YHR213W,-0.063,0.133,0.088,3.45300e-01,6.17660e-02,4.70270e-01
YGR234W,YHB1,-0.189,0.190,-1.151,3.19030e-03,2.27640e-04,3.44890e-17
YGL203C,KEX1,0.013,-0.240,0.235,7.37130e-01,4.12660e-04,4.59160e-02
YCR021C,HSP30,-0.851,1.152,-1.312,6.21810e-11,6.77800e-11,1.45240e-18
YBR042C,YBR042C,-0.090,-0.622,0.470,3.39870e-02,5.14330e-07,1.77560e-05
YBR115C,LYS2,0.150,-0.127,-0.125,9.17920e-02,4.16090e-01,5.71610e-01
YDR297W,SUR2,-0.205,-0.100,-0.546,2.10560e-05,5.77330e-02,4.29130e-12
YLR427W,YLR427W,0.038,-0.214,0.228,3.19580e-01,5.16070e-04,1.86430e-02
YHR141C,RPL42B,-0.359,-0.371,-0.139,7.74340e-07,2.52330e-06,1.29980e-02
YGR235C,YGR235C,0.068,0.110,-0.139,1.30830e-01,4.25970e-02,7.93580e-02
YMR261C,TPS3,-0.236,0.128,-0.488,2.33950e-04,8.47170e-02,1.09440e-03
YDR298C,ATP5,-0.018,0.182,-0.352,5.93660e-01,2.67020e-04,5.15500e-09
YLR282C,YLR282C,0.167,-0.076,0.185,6.69660e-01,3.56180e-01,1.21180e-01
YGL130W,CEG1,0.164,-0.110,0.445,5.51580e-04,5.60690e-02,6.62840e-04
YLR355C,ILV5,-0.068,-0.410,0.166,7.40000e-02,1.34950e-06,1.60930e-02
YLR428C,YLR428C,-0.000,0.000,0.000,8.93270e-01,9.99999e-01,9.99999e-01
YDL193W,YDL193W,-0.056,-0.001,0.053,1.67780e-01,9.79400e-01,5.22650e-01
YAL032C,PRP45,-0.139,-0.033,0.255,1.09600e-01,6.12420e-01,2.48640e-02
YHR214W,YHR214W,-0.029,0.116,-0.002,5.28120e-01,1.76830e-02,9.70870e-01
YGR162W,TIF4631,0.114,-0.677,0.364,1.78110e-02,8.24960e-07,3.70380e-04
YDR001C,NTH1,-0.250,-0.110,-0.001,1.34480e-06,8.10030e-02,9.79400e-01
YML019W,OST6,-0.171,0.004,-0.384,4.44310e-04,9.34930e-01,7.58130e-06
YGL131C,YGL131C,0.229,0.178,0.281,2.22180e-03,4.95140e-01,6.85530e-02
YCR022C,YCR022C,-0.207,-0.236,0.000,1.10480e-01,1.78190e-01,8.65550e-01
YGL204C,YGL204C,-0.228,-0.107,0.069,2.61290e-04,2.52760e-01,6.85500e-01
YBR043C,YBR043C,0.454,0.023,0.000,5.37300e-08,9.41780e-01,9.99999e-01
YBR116C,YBR116C,-0.299,0.700,0.170,6.83840e-04,1.96580e-09,1.35060e-01
YJR100C,YJR100C,-0.005,0.070,-0.173,9.01450e-01,1.75890e-01,6.75600e-02
YOR009W,YOR009W,-0.181,0.159,-0.358,5.21400e-05,1.89700e-03,1.11530e-06
YBL011W,SCT1,0.039,-0.051,-0.033,3.05350e-01,2.99890e-01,6.99170e-01
YGR236C,YGR236C,-0.064,0.847,0.632,5.24350e-01,3.36620e-07,3.14850e-05
YBL012C,YBL012C,-0.054,-0.179,-0.268,3.63040e-01,8.31620e-02,2.00230e-01
YAR064W,YAR064W,-0.291,-0.183,0.100,7.17220e-03,3.02610e-01,7.37130e-01
YDL194W,SNF3,0.139,0.333,0.449,1.80430e-02,3.39610e-02,1.13480e-02
YHR142W,CHS7,-0.245,-0.062,-0.188,4.46050e-06,2.79950e-01,3.08370e-02
YHR215W,PHO12,-0.371,-0.012,-0.434,2.48270e-03,8.07550e-01,5.70930e-07
YGR090W,YGR090W,-0.269,-0.503,0.046,2.38860e-06,1.29380e-03,6.76000e-01
YGR163W,GTR2,0.093,-0.072,0.142,2.77640e-02,2.75730e-01,2.05150e-01
YOR220W,YOR220W,-0.183,0.113,0.056,1.08930e-04,2.54940e-02,3.54300e-01
YCR023C,YCR023C,-0.016,0.263,-0.343,7.12960e-01,7.96600e-06,2.39820e-03
YBR044C,TCM62,-0.030,-0.050,0.117,5.80970e-01,4.58320e-01,3.45840e-01
YBR117C,TKL2,0.000,0.000,0.000,8.23060e-01,8.56570e-01,9.99999e-01
YMR262W,YMR262W,-0.171,0.171,-0.215,3.18100e-04,2.15730e-03,3.58410e-02
YDR299W,BFR2,0.518,-0.287,0.883,1.60820e-07,2.00330e-01,1.02360e-04
YLR283W,YLR283W,-0.050,-0.045,0.035,3.79600e-01,6.20380e-01,7.92310e-01
YLR356W,YLR356W,-0.204,0.206,-0.072,1.93940e-03,7.10330e-03,5.20960e-01
YLR429W,CRN1,-0.087,-0.207,-0.011,1.95010e-02,3.26250e-04,8.52300e-01
YPR200C,ARR2,-0.265,-0.124,0.000,4.47160e-02,6.02880e-01,9.99999e-01
YGR237C,YGR237C,-0.088,-0.111,-0.000,6.02880e-01,5.87670e-01,9.99999e-01
YOR221C,MCT1,-0.144,-0.005,-0.183,5.64970e-04,9.23040e-01,6.71130e-03
YAL033W,POP5,-0.194,-0.170,0.136,1.06140e-03,1.91910e-02,2.74930e-01
YMR190C,SGS1,0.581,0.206,0.000,4.91180e-02,5.30200e-01,3.40650e-01
YLR284C,ECI1,0.195,-0.148,0.716,5.23040e-03,2.15310e-01,3.92410e-04
YDR002W,YRB1,-0.027,-0.302,0.017,5.31600e-01,4.56350e-05,7.97250e-01
YGL132W,YGL132W,-0.122,-0.252,-0.199,2.22840e-01,3.78740e-02,4.28340e-01
YGL205W,POX1,1.456,0.667,1.112,4.64820e-12,1.22660e-04,2.61450e-07
YNL210W,MER1,-0.228,-0.327,0.349,8.13030e-02,2.91940e-01,1.09370e-01
YJR101W,YJR101W,-0.039,-0.025,0.093,4.02340e-01,6.55800e-01,4.48410e-01
YDL195W,SEC31,0.407,0.408,0.000,2.48920e-01,1.26410e-01,7.93290e-01
YAL034C,YAL034C,-0.278,0.497,-0.069,3.52100e-04,2.17760e-05,2.92080e-01
YHR070W,YHR070W,0.058,-0.356,0.365,1.75110e-01,1.13970e-04,1.89010e-03
YHR143W,YHR143W,-0.123,-0.034,-0.394,3.28260e-03,4.69140e-01,2.93690e-06
YGR091W,PRP31,0.115,-0.215,0.239,5.25350e-02,4.30190e-02,1.02380e-01
YHR216W,YHR216W,-0.157,-0.212,-0.246,2.86500e-04,7.82690e-03,7.93380e-04
YGR164W,YGR164W,-0.473,-0.527,-0.175,1.47750e-04,6.89440e-02,4.68290e-01
YCR024C,YCR024C,-0.050,-0.000,0.029,3.78570e-01,9.99999e-01,8.20760e-01
YBR045C,GIP1,0.786,1.022,0.940,5.59110e-06,1.29450e-05,1.63890e-02
YMR263W,YMR263W,0.229,-0.529,0.421,1.76190e-04,6.26770e-05,6.27950e-02
YNL211C,YNL211C,-0.233,-0.364,0.064,1.01230e-01,1.10850e-01,8.06500e-01
YJR102C,YJR102C,-0.003,0.039,-0.002,9.58820e-01,5.68020e-01,9.99999e-01
