Gene Symbol	Gene ID	logFC	FDR corrected Pvalue
EMX2OS	196047	0.749141966	0.002878676
CXCL16	58191	-0.447929631	0.002885845
KLF10	7071	0.390350777	0.002887275
CD3E	916	-0.720677306	0.002889254
LPCAT4	254531	-0.352129281	0.00289583
GRTP1	79774	-0.519325843	0.00290358
TAGLN2	8407	-0.317776019	0.002907676
EPHB2	2048	0.462901237	0.002909762
INTS7	25896	-0.290759606	0.002924599
RNF182	221687	-0.877825113	0.0029273
ZNF699	374879	0.502966985	0.002929182
PPP3CA	5530	0.342986801	0.00294103
TRMT112	51504	-0.373999318	0.002941206
CDH2	1000	0.863785497	0.002941206
MCM4	4173	-0.375521637	0.002944816
PTPN18	26469	-0.295321387	0.002944816
C1orf168	199920	-1.087390729	0.002962278
ATL3	25923	-0.351079161	0.002962278
SERF1A	8293	-0.372819325	0.002966483
HMG20B	10362	-0.278922743	0.002968765
AVIL	10677	-0.686448921	0.00296911
ZNF286A	57335	0.336968861	0.002974948
SLC9A6	10479	-0.303326686	0.002987078
C1orf210	149466	-0.446310819	0.00298789
IKZF3	22806	-0.772985954	0.002990787
TAF9	6880	-0.306330532	0.003005035
EHD3	30845	0.371007744	0.003012369
FAM27C	100132948	-0.82382088	0.003012545
TAZ	6901	-0.325526568	0.003012584
DLGAP5	9787	-0.457514653	0.003012584
SUPV3L1	6832	-0.245332326	0.003016865
SH2D3C	10044	0.366476085	0.003047385
ABHD3	171586	-0.566380624	0.003048689
WIT1	51352	-0.57589378	0.003048689
ZNF771	51333	-0.355228518	0.003056868
C19orf62	29086	-0.37537196	0.003058585
C10orf35	219738	-0.369148189	0.003066789
UNC93B1	81622	-0.355872795	0.003068869
PRR15L	79170	-0.698457366	0.0030774
ESRRA	2101	-0.345481909	0.003083167
VIPR2	7434	0.990976923	0.003083913
SHF	90525	0.491161642	0.003092381
XBP1	7494	-0.454805349	0.003093852
POLR2J	5439	-0.350414025	0.003100268
MCEE	84693	-0.340532016	0.003102448
NACAD	23148	0.628223113	0.00310698
MEI1	150365	-0.818468601	0.003115657
RCCD1	91433	-0.389205729	0.003117671
C1orf43	25912	-0.291686505	0.003122962
CHST4	10164	-0.932920092	0.003127888
PLAC2	257000	0.880759849	0.003130071
RHOH	399	-0.637975701	0.003137507
CENPH	64946	-0.393276399	0.003144292
PLK4	10733	-0.41541134	0.003144292
PEX11A	8800	-0.342549432	0.003144292
SGMS1	259230	-0.370356564	0.003144292
TMEM170A	124491	-0.328614827	0.003144292
PSMC3	5702	-0.28029947	0.003147463
EDAR	10913	1.097198655	0.003157666
DUSP8	1850	0.616240831	0.003184169
CEP76	79959	-0.338827299	0.003184169
IFT74	80173	-0.416560402	0.003184169
EPOR	2057	0.638187183	0.00318844
CSF3R	1441	-0.750142816	0.003195919
PTER	9317	-0.351795705	0.00319667
TMEM156	80008	-0.732990552	0.00319667
PLXNC1	10154	0.51522396	0.003199482
C3orf71	646450	-0.378401115	0.003199482
PRRC1	133619	0.244884196	0.003213761
DDO	8528	-0.642808293	0.003221736
HOMER3	9454	0.453671984	0.003228908
TIGD2	166815	-0.411905807	0.003228908
MGC29506	51237	-1.24305729	0.003240108
FAM64A	54478	-0.485542131	0.003240108
DYNC1LI1	51143	-0.281133929	0.003240485
PLEK2	26499	-0.51576884	0.003245418
LEFTY2	7044	1.13537089	0.003250183
TMEM9	252839	-0.288786728	0.003264252
SLC26A9	115019	-1.094827319	0.00326626
C11orf82	220042	-0.443563921	0.003266356
TRAPPC4	51399	-0.312556057	0.003266356
SIDT2	51092	0.340921372	0.003276425
FUBP3	8939	0.223304052	0.003290085
HOMEZ	57594	-0.320273599	0.003290085
SLFN13	146857	-0.465523209	0.003290085
SLC25A11	8402	-0.298768982	0.003293827
ST3GAL1	6482	0.548761286	0.003294432
SDHD	6392	-0.372182572	0.003304015
MIB1	57534	0.321309882	0.003304439
RCOR2	283248	0.690481859	0.003305123
HSD3B7	80270	-0.426909133	0.003307443
KLF4	9314	0.625508018	0.003314437
RHCE	6006	-0.854793764	0.003314437
GTSF1	121355	-1.610630379	0.003336292
TMEM151B	441151	0.700480229	0.003339046
C15orf44	81556	-0.262593683	0.003354966
LSMD1	84316	-0.416508828	0.003361094
CHCHD8	51287	-0.403124612	0.003369308
GABARAPL2	11345	-0.342173082	0.003369308
POFUT2	23275	0.303238212	0.003376239
KRTCAP2	200185	-0.36787631	0.003378568
SMAD6	4091	0.468869394	0.003378568
NDUFA7	4701	-0.463616421	0.003379959
PPP1R1B	84152	-0.999539903	0.003385294
CENPE	1062	-0.473197967	0.003389737
GJB1	2705	-0.80116007	0.003401986
REG1A	5967	-1.78567632	0.003401986
SPI1	6688	-0.445671093	0.003406829
NPAS2	4862	0.683229146	0.003421941
PCDHGA4	56111	0.947367435	0.00342202
MRPL43	84545	-0.316255001	0.003425396
TDO2	6999	0.850100181	0.003453181
ZNF552	79818	-0.391889973	0.003453181
FGL2	10875	-0.513155166	0.003454908
TSPO	706	-0.431774064	0.003462647
STX18	53407	-0.481506904	0.003470071
HOOK1	51361	-0.333866624	0.003487675
PNPO	55163	-0.338482356	0.003487675
ZNF281	23528	0.291798068	0.003506401
CELF2	10659	0.52742173	0.00350753
NCAPH	23397	-0.416983057	0.003508177
ZNF781	163115	0.600474943	0.003508177
OLFM4	10562	-2.205076983	0.003508177
SPTAN1	6709	0.322767736	0.003512795
GINS3	64785	-0.323662381	0.003524165
GPN3	51184	-0.285869538	0.003526289
MCTS1	28985	-0.272501007	0.003531105
SPC25	57405	-0.472945611	0.003532621
AGPHD1	123688	-0.484429063	0.003536487
SERPINB5	5268	1.096971992	0.003543384
SDHAF1	644096	-0.358778238	0.003545607
VBP1	7411	-0.300563955	0.003545607
ZNF833	401898	-0.533040603	0.003547322
STARD7	56910	-0.221719736	0.003547395
C1orf88	128344	-0.815725888	0.003554265
CRIPT	9419	-0.314495977	0.003562984
RRP9	9136	-0.316710265	0.003575584
TM7SF2	7108	0.474183054	0.003590117
EGFL6	25975	0.642901397	0.003593078
CP	1356	-0.740815395	0.003599012
TEX264	51368	-0.35230802	0.003599012
C9orf68	55064	-0.726976621	0.003599012
C13orf31	144811	0.399305644	0.003599282
FAM166B	730112	-1.089013666	0.003601518
WIBG	84305	-0.26753868	0.003603363
ALKBH6	84964	-0.37492655	0.00360704
GMFG	9535	-0.413262801	0.003609967
ZNF630	57232	-0.456744357	0.003609967
METTL12	751071	-0.409407256	0.003614292
PM20D2	135293	-0.412602328	0.003616944
NKAP	79576	-0.267787343	0.003617703
VAV3	10451	-0.984810253	0.003636985
SOX6	55553	0.67733451	0.003664907
NDUFB4	4710	-0.36516545	0.003670528
ADAM6	8755	-1.259388612	0.003671736
FIS1	51024	-0.35608408	0.003672334
LTBP3	4054	0.363318983	0.003674945
PURG	29942	0.843781177	0.003681162
STIM2	57620	0.296825386	0.003689982
JAM2	58494	0.697950212	0.003693641
RAG1AP1	55974	-0.37766908	0.003693641
FBXO4	26272	-0.374669643	0.003696246
RAB9A	9367	-0.331134546	0.003696817
PLA2G3	50487	-1.150918228	0.003697727
ZNF165	7718	-0.393262895	0.003698133
ATP5S	27109	-0.338769943	0.003699162
TFDP2	7029	-0.334378194	0.003706398
YWHAH	7533	-0.319405739	0.003707795
C19orf61	56006	0.346030405	0.003707828
CDKN1A	1026	0.489977401	0.003711166
SEC24A	10802	0.250447311	0.003712469
PARP10	84875	-0.502926065	0.00373376
DPY19L4	286148	0.272013647	0.003740173
GLTSCR1	29998	0.316976854	0.003755258
DENND4C	55667	-0.321532063	0.003756726
PVALB	5816	1.26160421	0.003760275
C17orf106	100134934	-0.402989735	0.003775684
TMCO6	55374	-0.298704766	0.003775684
IDH3G	3421	-0.32662108	0.003779985
AKIRIN2	55122	-0.300737059	0.003784833
ARF5	381	-0.328715923	0.003802056
UBAP1	51271	-0.25004196	0.003808864
DOK4	55715	0.353094228	0.003817876
C1orf97	84791	-0.470099988	0.003822167
HOXC10	3226	1.570390803	0.003822429
CYP2B7P1	1556	-1.069191971	0.003828543
CD99L2	83692	0.337340892	0.003833305
C2orf88	84281	-0.883855957	0.003842414
TIMM13	26517	-0.337213364	0.003846649
LRFN4	78999	-0.3279565	0.00385758
NAA20	51126	-0.276458215	0.003873728
TNRC18	84629	0.408126891	0.003892957
PSMB2	5690	-0.32251675	0.003907995
PLRG1	5356	-0.287733631	0.003907995
CAMTA1	23261	-0.346143382	0.003919002
FANCI	55215	-0.38156799	0.003919002
GPAT2	150763	-1.336404626	0.003919002
UBE2D3	7323	-0.238904791	0.003919002
C7orf30	115416	-0.356432106	0.003928857
NCAM1	4684	0.919042922	0.003936824
NARG2	79664	-0.269895358	0.00393815
PNPT1	87178	-0.301216033	0.003938476
C18orf19	125228	-0.298868385	0.003943956
PCDH9	5101	1.008421013	0.003943956
CDKN2C	1031	-0.738963757	0.003950937
APOO	79135	-0.364731557	0.003971831
KL	9365	0.616519659	0.0039725
IL4I1	259307	-0.666462499	0.003978282
FRMD5	84978	0.70140015	0.003978282
LRRC45	201255	-0.371631423	0.003980543
AEBP2	121536	0.345322848	0.003983638
ECHS1	1892	-0.347424754	0.003990757
HAVCR2	84868	-0.414366573	0.003996692
NOS1	4842	1.306749543	0.004009358
KATNA1	11104	-0.277537971	0.004010037
TFF3	7033	-1.438343093	0.004010784
FAM46C	54855	-0.635057196	0.004010784
VPREB3	29802	-0.714825955	0.00401115
GMDS	2762	-0.338598823	0.00401115
DNAH14	127602	-0.389297831	0.004024096
ATOX1	475	-0.3619375	0.004026503
IL1RAP	3556	0.520883424	0.004028727
NOP10	55505	-0.405128322	0.00403116
KIF18A	81930	-0.415580372	0.004037708
PUS1	80324	-0.296579846	0.004037708
RPS19	6223	-0.442282353	0.004037788
WNT2	7472	0.922853214	0.004048546
C15orf61	145853	-0.396639924	0.004048546
BRD2	6046	-0.240829992	0.004055171
C1QTNF4	114900	0.824211176	0.004056932
PRPSAP2	5636	-0.258404677	0.004057543
SMAD7	4092	0.402764411	0.004057543
ACAP1	9744	-0.531521557	0.004069916
NDUFS8	4728	-0.361055324	0.004073645
C6orf174	387104	0.673969834	0.004075994
ZBED4	9889	0.30489148	0.004078478
ZNF367	195828	-0.424742638	0.004079218
HIST1H2AC	8334	-0.573475387	0.004090035
C3orf54	389119	0.545415347	0.004099495
RMI1	80010	-0.364200238	0.004101259
IMP4	92856	-0.263714456	0.004102838
AP4B1	10717	-0.305184943	0.004108242
C6orf155	79940	0.67919095	0.004117923
ADAM10	102	0.259282834	0.004125227
SS18L2	51188	-0.324374886	0.004160914
ZNF639	51193	-0.279310092	0.004164726
LYPD2	137797	1.487829663	0.004178122
MTMR8	55613	-0.511903316	0.004187053
ST8SIA5	29906	-0.939707279	0.004188183
BTK	695	-0.489931623	0.004188183
PRX	57716	0.507753335	0.00419059
C9orf93	203238	-0.502492956	0.004190755
ZDBF2	57683	0.834796717	0.004191892
AASS	10157	0.628219611	0.004193023
APBA2	321	0.54894014	0.004193824
GDF5	8200	-0.96275545	0.004203668
SMPD1	6609	0.290268135	0.004207114
ISCA2	122961	-0.342818246	0.004223276
ATP5B	506	-0.267818872	0.004223276
LYRM2	57226	-0.31097429	0.004248264
BUB1	699	-0.418128378	0.004248432
PCDHA12	56137	1.084146561	0.00427008
HNRNPL	3191	-0.17439366	0.00427008
ZBTB43	23099	0.340814547	0.004271642
IQGAP2	10788	0.557681123	0.00427282
ZFYVE16	9765	0.266780731	0.00427282
SNUPN	10073	-0.303313681	0.004284141
METTL4	64863	-0.306796616	0.004284141
EYA2	2139	-0.758414278	0.004284141
BHLHE40	8553	0.463974479	0.004284289
HAUS6	54801	-0.350451013	0.004289498
RRAGD	58528	-0.547038018	0.004308849
ASNSD1	54529	-0.262723683	0.004333522
GPR171	29909	-0.707503187	0.004355082
PRIM2	5558	-0.332768294	0.004355197
USP47	55031	0.275786499	0.004355197
C10orf32	119032	0.297022362	0.004356385
MPPED2	744	-0.746596312	0.004356385
MGC16121	84848	0.783730014	0.004356385
GFI1	2672	-0.659152437	0.004358771
AJAP1	55966	1.364659662	0.004383647
AARS	16	-0.315361204	0.004384812
SFI1	9814	-0.372636155	0.004385783
CDK2	1017	-0.30679764	0.004389185
CCNO	10309	-0.829543538	0.004398141
PNCK	139728	-0.801209137	0.004405017
DBN1	1627	0.329290298	0.004409296
ARHGAP9	64333	-0.485927407	0.004418051
B9D2	80776	-0.40358436	0.004419346
NIPSNAP1	8508	-0.423749342	0.004420206
PIK3IP1	113791	-0.469156598	0.004421713
MRPL40	64976	-0.347753162	0.004422347
C1orf25	81627	-0.28903066	0.004423525
PDK4	5166	0.563804526	0.004423525
LSM11	134353	0.314444454	0.004423665
SEZ6	124925	1.322880458	0.004428402
USP33	23032	-0.255744898	0.004431414
FAM83D	81610	-0.439047481	0.004434865
ARHGEF7	8874	0.270174092	0.004440791
XCL1	6375	-0.759001816	0.004443773
FAM81A	145773	-0.655163057	0.004443773
MAPKAPK5	8550	-0.245619697	0.004449402
TMEM194A	23306	-0.297494503	0.004450312
CCDC56	28958	-0.395916909	0.004450391
ARL6	84100	-0.378416949	0.004450391
CDKN1B	1027	-0.363950053	0.004454419
ATP5H	10476	-0.385643219	0.004463949
LY86	9450	-0.445857838	0.004475635
RAI1	10743	0.335250133	0.004485547
TTYH2	94015	0.515212435	0.004495319
FOLR2	2350	0.518269239	0.004495888
HOXC8	3224	0.820780305	0.004496726
GLRX	2745	-0.393952627	0.004496726
TM7SF3	51768	0.428954948	0.004497329
IRF6	3664	-0.361214375	0.004497329
BAT4	7918	-0.315275982	0.004497329
USP22	23326	0.267725041	0.004523435
DOCK1	1793	0.37396079	0.004523456
TMEM88	92162	0.65801594	0.004530549
FUNDC2	65991	-0.338851801	0.004533992
ZNHIT1	10467	-0.340579022	0.004539999
IFI27L1	122509	-0.506812676	0.004552717
RIBC1	158787	-0.602616655	0.004553285
UACA	55075	0.386065017	0.004553285
PFDN2	5202	-0.316059439	0.004579351
ZNF354C	30832	0.430399106	0.004584244
NIT1	4817	-0.250333298	0.004586965
SLC43A1	8501	0.518474426	0.004601344
CDKN2AIPNL	91368	-0.320368563	0.004620186
CKMT2	1160	-0.638299847	0.004631912
METTL5	29081	-0.279276995	0.004633872
L2HGDH	79944	-0.337071226	0.004637084
C3orf31	132001	-0.293800329	0.004637084
SIGLEC7	27036	-0.484305781	0.004647927
SPSB1	80176	0.372016655	0.004649187
IQCG	84223	-0.471628117	0.004653518
PER1	5187	0.470212625	0.004653518
RBCK1	10616	-0.294072733	0.004661214
MBD2	8932	-0.28140217	0.004675488
PLA2G16	11145	-0.498713108	0.004679433
MURC	347273	0.545793358	0.004679433
POLDIP2	26073	-0.316811375	0.004683595
MTSS1L	92154	0.363546581	0.004683595
DDX12	440081	-0.461795833	0.004684499
FPGT	8790	-0.297473687	0.004707913
EAPP	55837	-0.283020785	0.004707913
HMBS	3145	-0.322083743	0.004707913
RPLP2	6181	-0.426874956	0.004707913
DEPDC6	64798	-0.605839401	0.00471545
PRC1	9055	-0.390758692	0.004729181
ILKAP	80895	-0.254363971	0.004729181
MYOZ3	91977	0.656755952	0.004741555
VRK3	51231	-0.276112302	0.004741555
C21orf7	56911	0.427198337	0.004741555
MRPS28	28957	-0.355207857	0.00478453
AOX1	316	0.893266289	0.004786472
TMEM104	54868	0.29902429	0.004788575
SOCS7	30837	0.456583501	0.004791581
PRELP	5549	0.803307524	0.004791923
C1orf182	128229	-0.651563276	0.004801084
FAM183A	440585	-1.15193633	0.004828685
POLR2I	5438	-0.355842292	0.004829971
CCNDBP1	23582	-0.334840557	0.004829971
GLA	2717	-0.289795623	0.004829971
DRAM2	128338	-0.300271884	0.004836231
PPOX	5498	-0.313113126	0.004837677
DUSP7	1849	0.328777454	0.004841552
MRPL35	51318	-0.218943308	0.004859889
SP140L	93349	-0.440132257	0.004870986
RAP2A	5911	0.288693751	0.004876213
ABR	29	0.470110173	0.004876213
B3GNT1	11041	0.323635141	0.004890212
FAM96B	51647	-0.357330592	0.004891278
RFXANK	8625	-0.38411344	0.004918732
MPP2	4355	0.556504444	0.004923915
UGGT2	55757	0.304910165	0.004925025
CTNNB1	1499	0.252929567	0.004926106
C6orf64	55776	-0.284521119	0.004929062
TOPBP1	11073	-0.27203461	0.004932083
C5orf36	285600	0.419707147	0.004932083
CIC	23152	0.383833771	0.004932083
TRIM29	23650	0.808449605	0.004944245
CCL18	6362	1.092352994	0.004947932
GRIA2	2891	-1.168106711	0.004968278
C16orf91	283951	-0.356208529	0.004968278
PTRH2	51651	-0.330009574	0.004970359
GDAP2	54834	-0.306102568	0.004970359
GABRB2	2561	0.975455188	0.004978398
TRO	7216	0.528221809	0.004985025
ARPC5L	81873	-0.298579083	0.0049906
EVI5L	115704	0.374556975	0.004990629
SCAND1	51282	-0.338882233	0.004993614
FAM13C	220965	0.727948714	0.004996021
FAM72A	729533	-0.523082228	0.004998609
KHK	3795	-0.495116975	0.005002119
PCDHGA10	56106	0.822115736	0.005008289
NTRK3	4916	1.306653973	0.005008403
THAP3	90326	-0.306413133	0.005010356
HINFP	25988	-0.281835729	0.005014407
POLD3	10714	-0.307577158	0.005031968
NEURL3	93082	-0.628931783	0.005031968
RRBP1	6238	0.36332677	0.005033231
ZMYM2	7750	0.275885083	0.005036334
FAM122B	159090	-0.33374951	0.005049438
DMBT1	1755	-1.527777132	0.005056893
PSORS1C3	100130889	-1.146586061	0.00505824
CCR2	729230	-0.782975633	0.005073456
WBSCR27	155368	-0.683423613	0.005083894
MAPK8IP3	23162	0.430000767	0.005087445
AP4S1	11154	-0.399332121	0.005087445
WT1	7490	-0.515766039	0.005092349
KATNAL1	84056	0.389643865	0.005094044
C12orf66	144577	-0.302507785	0.005097144
CIT	11113	-0.453293369	0.005097989
DYNC1LI2	1783	0.26904237	0.005110062
GNPNAT1	64841	-0.301306978	0.005128961
SRI	6717	-0.304245656	0.005138779
SFXN4	119559	-0.314666654	0.005140357
DOCK4	9732	0.432887942	0.005158526
SPPL2A	84888	-0.327769213	0.005158738
MCM5	4174	-0.334183033	0.005173326
MDH2	4191	-0.291311429	0.005176153
HSD17B7	51478	-0.295702941	0.005183934
CXCR7	57007	0.605104659	0.005184116
PIPSL	266971	-0.265352512	0.005187548
C14orf176	643382	0.642805455	0.005209722
PTS	5805	-0.437282105	0.005217343
SUMF2	25870	-0.302846414	0.005217461
AGPAT4	56895	0.453900099	0.005225148
SLC38A4	55089	0.815641804	0.005233859
FERMT3	83706	-0.401675188	0.005238949
CXorf42	158801	-0.375695229	0.005240966
COX18	285521	-0.393566912	0.005254845
PPCDC	60490	-0.380316657	0.005257118
TSPAN2	10100	0.586697066	0.00526047
IKBKG	8517	-0.279566333	0.00526342
SLC7A9	11136	-0.883663055	0.00526699
TMCO4	255104	-0.360727699	0.00526699
FAM160B2	64760	0.321485801	0.005302992
ZNF787	126208	-0.333407797	0.005307267
LTB	4050	-0.945882357	0.005317317
FOXN3	1112	0.323218312	0.005329767
PCDHGA8	9708	0.949315413	0.005338693
DDX49	54555	-0.302639906	0.005344431
RPAIN	84268	-0.293280041	0.005359728
CAPZA1	829	-0.22398512	0.005359728
GTF2A2	2958	-0.338465888	0.005368232
FEN1	2237	-0.313157422	0.00536869
SCN5A	6331	0.717206533	0.00536869
PCDHAC2	56134	0.665464491	0.005380718
DDX59	83479	-0.267145136	0.005399781
APC	324	0.301944079	0.005399781
APITD1	378708	-0.332987158	0.005408616
STAT4	6775	-0.731723693	0.005415182
TXNDC11	51061	-0.333932129	0.005415182
SLC27A3	11000	-0.341538934	0.005417736
PTMA	5757	-0.255120685	0.005429122
SMC1B	27127	-0.918245959	0.005430535
VDR	7421	0.478748351	0.005431638
C12orf56	115749	-0.679256931	0.005447966
CNTN4	152330	1.011583903	0.005447966
FOXQ1	94234	0.712351356	0.005447966
MIER2	54531	0.243506101	0.005480573
CENPK	64105	-0.448401623	0.005480587
HMMR	3161	-0.481431083	0.005482787
IQGAP3	128239	-0.454908893	0.005506177
OAZ3	51686	-0.494061984	0.005518775
TMEM100	55273	1.161662773	0.005521373
MTMR9	66036	0.309083057	0.005524144
GZMM	3004	-0.692104068	0.005557481
EBF4	57593	0.532529358	0.005565712
TMEM126B	55863	-0.328555671	0.005566968
FCGR1B	2210	-0.478738056	0.005591386
CYB5R3	1727	0.288082574	0.005597253
CHST11	50515	0.448692306	0.005617102
POLR2F	5435	-0.348246504	0.005632058
TMEM189-UBE2V1	387522	0.575366913	0.00564598
SEC31A	22872	0.226544767	0.005670495
TOP2A	7153	-0.434480327	0.005670495
CINP	51550	-0.314065667	0.005680766
POLE3	54107	-0.325193249	0.005680766
SPAG5	10615	-0.434032285	0.005687482
C6orf27	80737	-0.631763185	0.005688521
BSN	8927	0.608583223	0.00569651
PLEK	5341	-0.435751231	0.005701508
FBXO48	554251	-0.356244646	0.005715809
CRYZ	1429	-0.385730295	0.005730119
NDUFAF4	29078	-0.349630498	0.00573073
TRIP13	9319	-0.416676824	0.005734854
KCNH8	131096	0.952862845	0.005745706
C14orf132	56967	0.633205679	0.005745706
MYCBPAP	84073	-0.873627197	0.005756347
PICALM	8301	0.250416634	0.005769945
ANKRD16	54522	-0.272487079	0.005769945
C7orf44	55744	-0.277689753	0.005769945
DCXR	51181	-0.455198204	0.005769945
WASF3	10810	0.525547027	0.005770687
RNF128	79589	0.912049048	0.005782761
ARF6	382	-0.277972483	0.005784418
C7orf36	57002	-0.316384585	0.005788697
LDOC1L	84247	0.292344946	0.005790283
EIF4A3	9775	-0.268580134	0.005796347
ZBTB8OS	339487	-0.344465446	0.005802255
CCDC12	151903	-0.25965218	0.005814516
FAM69A	388650	0.460464663	0.00581523
TBC1D16	125058	0.396605593	0.005827183
CDCA8	55143	-0.47363031	0.005854454
KIAA0907	22889	-0.283051733	0.005854454
BAT5	7920	-0.294976602	0.005854454
CXXC1	30827	-0.289775524	0.005854454
TXNDC17	84817	-0.358382512	0.00587369
C20orf160	140706	0.492200668	0.005887882
COMMD1	150684	-0.329771719	0.005898115
WWC3	55841	0.380220109	0.005906446
ABCA1	19	0.352725373	0.005908534
FTSJ1	24140	-0.364097282	0.005910702
C12orf73	728568	-0.337856572	0.005911459
SNRPD2	6633	-0.408547845	0.005920661
CHCHD4	131474	-0.308353042	0.005920865
MTL5	9633	-0.394678631	0.005925842
OSBPL8	114882	0.243597589	0.005926614
DUSP28	285193	-0.284407702	0.005954049
CD79A	973	-1.079541654	0.005954049
SLC27A5	10998	-0.462268147	0.005968992
FN3KRP	79672	-0.307433785	0.005969057
FAM164C	79696	-0.423440873	0.005969057
GNL3	26354	-0.271422256	0.005969057
CYTH2	9266	0.27194615	0.005975417
ROM1	6094	-0.434420542	0.005976126
SLC5A1	6523	-1.005044808	0.005986652
HSPC157	29092	-0.349897936	0.00601013
MSRB2	22921	-0.367440811	0.00601013
ANKS6	203286	0.316545055	0.006011555
CD46	4179	-0.282360637	0.006019919
PSD4	23550	-0.284037119	0.006031935
PCBD1	5092	-0.333545289	0.006060966
STOX1	219736	-0.518427123	0.006061456
CD300A	11314	-0.422908014	0.006061456
ERN2	10595	-0.99461227	0.006061456
SLC4A3	6508	0.453499393	0.00606193
MANSC1	54682	-0.390240243	0.006062579
TSPAN33	340348	-0.436450019	0.006068616
MT1A	4489	-1.054403552	0.006083503
ATP5G2	517	-0.310450869	0.006103476
PI4KB	5298	-0.242357522	0.006103476
CHCHD10	400916	-0.521423046	0.006107727
FASTK	10922	-0.289325085	0.006113814
TMSB10	9168	-0.374620314	0.006142157
C14orf139	79686	0.626730894	0.006142157
PYGO1	26108	0.704458303	0.006142157
SHISA9	729993	1.031572044	0.006148476
COX16	51241	-0.308004382	0.006148476
PCDHGB4	8641	0.915842258	0.006193368
ADIPOR1	51094	-0.222879489	0.006201339
FAM65B	9750	-0.61565977	0.006202469
VANGL2	57216	0.424163978	0.006214366
ALDH3A2	224	-0.323475154	0.006214366
BMP8A	353500	0.456706681	0.006221468
CLDN15	24146	0.541669648	0.006221856
C2orf28	51374	-0.332503892	0.006221856
BCAT2	587	-0.327256167	0.006225175
C3orf10	55845	-0.270815314	0.006228812
SDHC	6391	-0.268176804	0.006230078
GNA11	2767	0.261839903	0.006236647
ST7	7982	-0.274667167	0.006247291
MCM7	4176	-0.306810859	0.006256511
SNX6	58533	-0.252315503	0.006256511
MIF4GD	57409	-0.349229663	0.006268023
SATB2	23314	0.710152625	0.00627284
SLMO1	10650	-0.470216222	0.00627284
MCART1	92014	-0.274751207	0.00627284
BCL2L11	10018	-0.281057452	0.006274356
PTPDC1	138639	0.332015824	0.006275953
LIN7B	64130	-0.522917034	0.006305525
EIF4G3	8672	0.320948155	0.00631904
MB	4151	-0.854353629	0.006322334
NOTCH1	4851	0.471261157	0.006322334
RIBC2	26150	-0.635547636	0.006329674
